3, 0.9999994039535522, 3, 0.9999994039535522
7, 0.9554006457328796, 7, 0.9554006457328796
6, 2.47655734710861e-05, 0, 0.9980965256690979
3, 0.002613096497952938, 0, 0.9973376393318176
3, 0.0026131081394851208, 4, 0.9967647790908813
4, 4.4712187445838936e-06, 3, 0.9999929666519165
3, 0.9999998807907104, 3, 0.9999998807907104
4, 0.060487937182188034, 5, 0.2676849663257599
7, 8.278313907794654e-05, 6, 0.9834408760070801
1, 0.2037971317768097, 0, 0.7682356834411621
4, 0.9179354310035706, 4, 0.9179354310035706
7, 1.500530260045707e-07, 2, 0.9999402761459351
2, 0.07221510261297226, 0, 0.8599928617477417
3, 0.9999855756759644, 3, 0.9999855756759644
5, 0.29804691672325134, 0, 0.3414888083934784
2, 0.042177923023700714, 0, 0.4596351087093353
3, 1.0, 3, 1.0
6, 0.41038715839385986, 3, 0.5554744005203247
0, 0.22768700122833252, 4, 0.7387577295303345
3, 0.9999607801437378, 3, 0.9999607801437378
7, 1.4939850245809794e-07, 2, 0.9999737739562988
2, 0.2853502631187439, 0, 0.5528170466423035
3, 1.0, 3, 1.0
2, 0.005756155587732792, 0, 0.48516204953193665
7, 0.9832111597061157, 7, 0.9832111597061157
7, 0.0004990000161342323, 6, 0.9759508371353149
3, 1.0, 3, 1.0
1, 0.00898713618516922, 0, 0.9884823560714722
3, 0.9999511241912842, 3, 0.9999511241912842
5, 0.01790361851453781, 0, 0.90265291929245
3, 0.028601929545402527, 0, 0.9712041616439819
3, 1.0, 3, 1.0
4, 0.8982958197593689, 4, 0.8982958197593689
4, 0.006939335726201534, 1, 0.6125791668891907
6, 0.9995642304420471, 6, 0.9995642304420471
0, 0.4465714395046234, 3, 0.5510441660881042
3, 0.009455109015107155, 4, 0.9894921779632568
3, 1.0, 3, 1.0
3, 0.9999942779541016, 3, 0.9999942779541016
6, 0.3462841510772705, 4, 0.4736834466457367
