53, 0
82, 2
47, 0
88, 0
50, 3
49, 3
31, 0
10, 3
41, 3
70, 3
54, 0
54, 0
54, 0
54, 6
54, 5
54, 5
54, 5
54, 5
55, 2
55, 2
55, 4
55, 2
55, 0
55, 6
55, 0
55, 6
55, 6
55, 6
55, 5
55, 5
55, 5
55, 5
55, 5
55, 5
55, 5
55, 3
55, 3
55, 3
55, 3
55, 3
55, 6
55, 3
55, 3
55, 3
55, 1
55, 3
55, 3
55, 3
55, 3
55, 3
55, 3
55, 3
55, 3
56, 6
56, 6
56, 2
56, 7
56, 2
56, 0
56, 5
56, 4
56, 5
56, 6
56, 0
56, 3
56, 7
56, 6
56, 5
56, 6
56, 6
56, 3
56, 5
56, 5
56, 2
56, 2
56, 3
56, 3
56, 0
56, 0
56, 0
56, 0
56, 0
56, 0
56, 0
56, 0
56, 0
56, 3
56, 3
56, 3
56, 3
57, 3
57, 3
57, 0
57, 0
57, 6
57, 6
57, 5
57, 6
57, 0
57, 2
57, 3
57, 3
57, 7
57, 3
57, 3
57, 3
57, 3
57, 5
57, 3
57, 3
57, 3
57, 3
57, 3
57, 3
57, 5
57, 3
57, 3
57, 3
57, 3
57, 0
57, 0
57, 6
57, 6
58, 6
58, 5
58, 1
58, 5
58, 5
58, 1
58, 1
58, 3
58, 3
58, 3
58, 3
58, 3
58, 3
58, 3
58, 4
58, 3
58, 4
58, 5
58, 1
58, 4
58, 5
58, 5
58, 5
58, 5
58, 5
58, 5
58, 2
58, 2
58, 5
58, 0
58, 2
58, 2
58, 3
58, 3
58, 3
58, 3
58, 3
58, 3
58, 3
58, 2
58, 2
58, 2
58, 3
58, 2
59, 6
59, 6
59, 6
59, 6
59, 3
59, 3
59, 3
59, 3
59, 3
59, 3
59, 7
59, 2
59, 2
59, 3
59, 2
59, 3
59, 2
59, 7
59, 2
59, 1
59, 3
59, 1
59, 3
59, 5
59, 3
59, 5
59, 3
59, 3
59, 3
59, 3
59, 1
59, 3
59, 3
59, 4
59, 3
59, 3
59, 3
59, 3
59, 3
59, 3
59, 3
60, 1
60, 3
60, 2
60, 4
60, 4
60, 3
60, 1
60, 0
60, 0
60, 0
60, 0
60, 0
60, 0
60, 3
60, 6
60, 5
60, 6
60, 6
60, 6
60, 5
60, 6
60, 5
60, 5
60, 5
60, 5
60, 5
60, 5
60, 5
60, 2
60, 2
60, 0
60, 2
60, 0
60, 0
60, 2
60, 3
60, 3
60, 5
60, 5
60, 3
60, 5
60, 3
60, 2
60, 3
60, 1
60, 4
60, 3
60, 3
60, 7
61, 1
61, 5
61, 5
61, 1
61, 5
61, 5
61, 1
61, 7
61, 7
61, 5
61, 5
61, 5
61, 7
61, 7
61, 5
61, 4
61, 6
61, 6
61, 5
61, 5
61, 6
61, 3
61, 3
61, 3
61, 3
61, 3
61, 4
61, 3
61, 5
61, 6
61, 7
61, 5
61, 5
61, 5
61, 6
61, 2
61, 0
61, 4
61, 2
61, 2
61, 0
61, 2
61, 2
61, 2
61, 6
61, 3
61, 2
61, 2
62, 4
62, 4
62, 3
62, 3
62, 3
62, 4
62, 2
62, 2
62, 2
62, 2
62, 2
62, 2
62, 2
62, 0
62, 2
62, 6
62, 0
62, 7
62, 5
62, 2
62, 2
62, 7
62, 7
62, 5
62, 2
62, 4
62, 2
62, 2
62, 2
62, 2
62, 2
62, 2
62, 2
62, 2
62, 2
62, 2
62, 4
62, 4
62, 4
62, 3
62, 3
62, 4
62, 3
63, 2
63, 4
63, 3
63, 5
63, 5
63, 5
63, 5
63, 2
63, 3
63, 1
63, 4
63, 7
63, 5
63, 5
63, 5
63, 5
63, 6
63, 4
63, 2
63, 4
63, 6
63, 7
63, 4
63, 4
63, 7
63, 7
63, 5
63, 7
64, 4
64, 1
64, 6
64, 4
64, 3
64, 3
64, 3
64, 1
64, 1
64, 1
64, 5
64, 5
64, 5
64, 6
64, 5
64, 5
64, 5
64, 0
64, 6
64, 6
64, 0
64, 0
64, 0
64, 0
64, 2
64, 4
64, 3
64, 3
64, 4
64, 1
64, 3
64, 3
64, 3
64, 0
64, 3
64, 0
64, 0
64, 5
64, 7
