0, 5
0, 5
0, 5
0, 6
0, 6
0, 0
0, 3
0, 7
0, 3
0, 7
0, 2
0, 4
0, 5
0, 5
0, 5
0, 5
0, 1
0, 5
0, 5
0, 5
1, 2
1, 2
1, 2
1, 2
1, 5
1, 5
1, 5
1, 5
1, 2
1, 1
1, 4
1, 5
1, 6
1, 1
1, 1
1, 4
1, 6
1, 5
1, 6
1, 6
2, 4
2, 4
2, 0
2, 0
2, 0
2, 7
2, 5
2, 5
2, 5
2, 7
2, 5
2, 5
2, 2
2, 3
2, 3
2, 0
2, 0
2, 0
2, 0
2, 6
3, 3
3, 4
3, 0
3, 3
3, 2
3, 5
3, 5
3, 7
3, 3
3, 4
3, 7
3, 6
3, 5
3, 2
3, 0
3, 0
3, 4
3, 3
3, 3
3, 3
4, 2
4, 4
4, 4
4, 2
4, 2
4, 3
4, 3
4, 6
4, 4
4, 3
4, 2
4, 3
4, 3
4, 3
4, 3
4, 2
4, 3
4, 7
4, 2
4, 3
5, 0
5, 3
5, 4
5, 0
5, 3
5, 2
5, 0
5, 2
5, 0
5, 0
5, 3
5, 0
5, 2
5, 5
5, 3
5, 3
5, 3
5, 7
5, 3
5, 3
6, 5
6, 5
6, 6
6, 5
6, 6
6, 5
6, 5
6, 3
6, 3
6, 5
6, 3
6, 5
6, 5
6, 5
6, 6
6, 3
6, 3
6, 3
6, 3
6, 4
8, 2
8, 5
8, 3
8, 3
8, 5
8, 3
8, 4
8, 5
8, 3
8, 3
8, 2
8, 2
8, 2
8, 0
8, 4
8, 2
8, 2
8, 2
8, 2
8, 0
7, 5
7, 5
7, 0
7, 3
7, 4
7, 6
7, 4
7, 2
7, 7
7, 7
7, 6
7, 3
7, 2
7, 5
7, 3
7, 3
7, 3
7, 3
7, 3
7, 5
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 0
9, 3
9, 3
9, 3
9, 3
9, 3
9, 3
9, 0
9, 0
9, 0
9, 2
9, 0
9, 3
9, 3
10, 3
10, 3
10, 3
10, 3
10, 3
10, 3
10, 2
10, 0
10, 3
10, 3
10, 3
10, 0
10, 3
10, 0
10, 3
10, 0
10, 3
10, 3
10, 3
10, 3
11, 0
11, 0
11, 0
11, 0
11, 0
11, 0
11, 5
11, 1
11, 5
11, 5
11, 5
11, 5
11, 5
11, 6
11, 0
11, 6
11, 6
11, 5
11, 0
11, 5
12, 6
12, 6
12, 2
12, 2
12, 6
12, 6
12, 2
12, 0
12, 2
12, 6
12, 5
12, 5
12, 3
12, 3
12, 6
12, 6
12, 6
12, 3
12, 3
12, 3
13, 3
13, 5
13, 3
13, 3
13, 0
13, 4
13, 2
13, 4
13, 0
13, 4
13, 6
13, 0
13, 4
13, 2
13, 3
13, 2
13, 3
13, 0
13, 1
13, 1
14, 5
14, 5
14, 3
14, 3
14, 0
14, 6
14, 0
14, 0
14, 3
14, 6
14, 3
14, 6
14, 5
14, 3
14, 3
14, 2
14, 7
14, 2
14, 2
14, 3
15, 5
15, 5
15, 5
15, 3
15, 2
15, 3
15, 6
15, 5
15, 5
15, 2
15, 5
15, 5
15, 6
15, 6
15, 0
15, 3
15, 0
15, 6
15, 3
15, 3
16, 3
16, 4
16, 3
16, 5
16, 6
16, 6
16, 6
16, 3
16, 3
16, 3
16, 3
16, 0
16, 0
16, 3
16, 3
16, 5
16, 3
16, 0
16, 3
16, 3
17, 3
17, 3
17, 3
17, 3
17, 3
17, 3
17, 0
17, 3
17, 3
17, 5
17, 3
17, 3
17, 3
17, 3
17, 3
17, 3
17, 3
17, 3
17, 3
17, 3
18, 3
18, 0
18, 0
18, 5
18, 3
18, 4
18, 0
18, 6
18, 3
18, 3
18, 3
18, 3
18, 3
18, 3
18, 3
18, 3
18, 5
18, 5
18, 2
18, 4
19, 3
19, 3
19, 3
19, 4
19, 0
19, 4
19, 1
19, 4
19, 4
19, 0
19, 3
19, 1
19, 1
19, 4
19, 4
19, 3
19, 1
19, 5
19, 5
19, 4
20, 2
20, 0
20, 1
20, 7
20, 3
20, 0
20, 3
20, 2
20, 0
20, 0
20, 0
20, 3
20, 0
20, 6
20, 5
20, 2
20, 5
20, 3
20, 0
20, 0
21, 3
21, 6
21, 3
21, 3
21, 3
21, 2
21, 3
21, 0
21, 3
21, 3
21, 1
21, 5
21, 0
21, 7
21, 1
21, 4
21, 7
21, 0
21, 5
21, 2
22, 5
22, 6
22, 6
22, 6
22, 4
22, 5
22, 5
22, 5
22, 7
22, 0
22, 7
22, 3
22, 5
22, 4
22, 4
22, 7
22, 6
22, 6
22, 2
22, 6
23, 5
23, 7
23, 5
23, 5
23, 5
