5, 0.0023014142643660307, 1, 0.5941953063011169
7, 0.7932842969894409, 7, 0.7932842969894409
7, 0.0008979859994724393, 1, 0.9973209500312805
0, 0.9925563931465149, 0, 0.9925563931465149
4, 0.8323134183883667, 4, 0.8323134183883667
7, 0.010862190276384354, 1, 0.9802691340446472
4, 0.05614452809095383, 7, 0.43505731225013733
6, 0.23685403168201447, 7, 0.2561051547527313
3, 0.01674201898276806, 7, 0.5268202424049377
4, 0.9720008969306946, 4, 0.9720008969306946
3, 5.2765321015613154e-05, 7, 0.9830148220062256
2, 0.5999851822853088, 2, 0.5999851822853088
2, 0.019844066351652145, 1, 0.9800038933753967
6, 0.7154014110565186, 6, 0.7154014110565186
7, 0.3914325535297394, 7, 0.3914325535297394
6, 0.13118642568588257, 0, 0.7477594614028931
0, 0.09511161595582962, 7, 0.3086124658584595
4, 0.9982459545135498, 4, 0.9982459545135498
3, 0.0006887678755447268, 7, 0.5241864323616028
0, 0.9434282183647156, 0, 0.9434282183647156
1, 0.94985431432724, 1, 0.94985431432724
0, 0.8993148803710938, 0, 0.8993148803710938
7, 0.7593527436256409, 7, 0.7593527436256409
7, 0.28559184074401855, 5, 0.4471365809440613
2, 0.998319685459137, 2, 0.998319685459137
1, 0.0018547713989391923, 3, 0.9636419415473938
5, 0.0761580839753151, 4, 0.4533378481864929
6, 0.8270555138587952, 6, 0.8270555138587952
7, 0.4159846901893616, 1, 0.4746866226196289
2, 0.9902355074882507, 2, 0.9902355074882507
3, 0.1528545320034027, 4, 0.6070289015769958
7, 0.7466018199920654, 7, 0.7466018199920654
1, 0.992222011089325, 1, 0.992222011089325
6, 0.011794567108154297, 1, 0.9731201529502869
2, 0.08275358378887177, 7, 0.5397290587425232
4, 0.8277906775474548, 4, 0.8277906775474548
6, 0.01045344676822424, 4, 0.5553656220436096
2, 0.015377886593341827, 7, 0.6732526421546936
7, 0.26957863569259644, 1, 0.4749220013618469
4, 0.9574161171913147, 4, 0.9574161171913147
2, 0.7622560262680054, 2, 0.7622560262680054
6, 0.004473203793168068, 7, 0.6103062033653259
6, 0.7518695592880249, 6, 0.7518695592880249
0, 0.003138568950816989, 5, 0.6292587518692017
6, 0.3125530779361725, 7, 0.5764020085334778
7, 0.10373026132583618, 1, 0.8241845369338989
2, 0.9994667172431946, 2, 0.9994667172431946
3, 0.9999773502349854, 3, 0.9999773502349854
3, 0.002309436211362481, 2, 0.9816686511039734
3, 0.9743198156356812, 3, 0.9743198156356812
6, 0.6135265827178955, 6, 0.6135265827178955
4, 0.9996838569641113, 4, 0.9996838569641113
7, 0.0012458693236112595, 1, 0.9981990456581116
7, 0.0039336057379841805, 1, 0.9881590008735657
4, 0.40943294763565063, 4, 0.40943294763565063
